,Topic,Topic_words,Probability_of_word_in_topic
0,0,law,0.0996128354878929
1,0,paul,0.0491502067064768
2,0,george,0.047739352975917054
3,0,free,0.04242404357241289
4,0,library,0.03422140560404226
5,0,freedom,0.03097316096856749
6,0,peter,0.03005446551610998
7,0,labour,0.02952949668613426
8,0,common,0.029463875582387295
9,0,population,0.026445304810026906
10,1,chicago,0.05041290763326569
11,1,harvard,0.04450561594566899
12,1,prize,0.036910526633044664
13,1,organization,0.03480077960176013
14,1,california,0.03385641664489943
15,1,r,0.03355502421185879
16,1,institution,0.03200787638891679
17,1,david,0.0310635134320561
18,1,editor,0.028531816994514656
19,1,c,0.02800940344391087
20,2,research,0.0788557900264336
21,2,american,0.07850868214708474
22,2,born,0.030536593180665202
23,2,award,0.02888115560223217
24,2,reference,0.02692311115462321
25,2,career,0.024715861050045838
26,2,link,0.023630036401826322
27,2,department,0.021538488923698567
28,2,served,0.01994535275950764
29,2,2008,0.018930729727564814
30,3,philosophy,0.03404297187273242
31,3,writing,0.02627015459543224
32,3,essay,0.024351547799136626
33,3,modern,0.023662817154312562
34,3,death,0.022420642241326297
35,3,form,0.021977886826796543
36,3,century,0.020329852783824667
37,3,man,0.018005386857543444
38,3,english,0.017784009150278567
39,3,principle,0.017255162405145803
40,4,society,0.059321193098285395
41,4,time,0.05493772041381425
42,4,year,0.05237618493564593
43,4,published,0.046405281814000054
44,4,history,0.037791667794103055
45,4,london,0.0319199790747806
46,4,early,0.028348260591137448
47,4,among,0.01853505425223909
48,4,three,0.01765114412244861
49,4,several,0.016406454347845694
50,5,social,0.0966791969095917
51,5,new,0.09656659795243128
52,5,theory,0.07905312938486324
53,5,science,0.07823895231001092
54,5,book,0.07714760857137908
55,5,study,0.0757531137942384
56,5,press,0.06438061912103522
57,5,including,0.02282294247059435
58,5,publication,0.021930812271554037
59,5,external,0.02144577060993989
60,6,university,0.556689872327864
61,6,professor,0.15433814666305873
62,6,fellow,0.058645543775060885
63,6,phd,0.0525694324862857
64,6,taught,0.029814764704435316
65,6,associate,0.023000664190302823
66,6,visiting,0.02083589579592138
67,6,massachusetts,0.016260362598706057
68,6,currently,0.015940567267717892
69,6,coauthor,0.012275220781776586
70,7,isbn,0.08034573982849845
71,7,school,0.06430167852581646
72,7,world,0.06283068783068783
73,7,york,0.05692391899288451
74,7,received,0.032863528553183724
75,7,student,0.02904351395730706
76,7,academic,0.02825670498084291
77,7,since,0.026181353767560665
78,7,relation,0.02432266009852217
79,7,degree,0.022384145228972814
80,8,economic,0.41090376875228685
81,8,economics,0.3995609220636663
82,8,economist,0.13702890596414197
83,8,elgar,0.0081869740212221
84,8,accounting,0.007592389315770216
85,8,microeconomics,0.004345042078302232
86,8,economica,0.004253567508232711
87,8,expenditure,0.0034302963776070253
88,8,rus,0.003247347237467984
89,8,lionel,0.0032016099524332237
90,9,journal,0.04184247833636722
91,9,ed,0.03469536696054828
92,9,development,0.0341333288593982
93,9,institute,0.03112181127263881
94,9,college,0.027648919125233835
95,9,association,0.026550008808059793
96,9,education,0.026457733895930678
97,9,review,0.026399013497303055
98,9,pp,0.024125695207576608
99,9,analysis,0.023555268478051155
100,10,management,0.058201884533291684
101,10,jstor,0.051590400333177154
102,10,joseph,0.04091831953771669
103,10,game,0.0403456712999115
104,10,nobel,0.039304492685720234
105,10,mit,0.038211255140819404
106,10,risk,0.033942422822635224
107,10,planning,0.028372117236711958
108,10,design,0.024780051017752096
109,10,cycle,0.02337445988859389
110,11,work,0.09027311352436439
111,11,also,0.0744628666732071
112,11,one,0.05314356006007139
113,11,first,0.04545351636492616
114,11,became,0.028684844048328793
115,11,two,0.028564097532997757
116,11,many,0.024383249439660703
117,11,idea,0.022843731369190018
118,11,part,0.017568617980665464
119,11,made,0.01639888611339607
120,12,p,0.09176795015830864
121,12,l,0.07174956592789296
122,12,g,0.06827698907159636
123,12,intelligence,0.03876008579307527
124,12,test,0.03814727811255234
125,12,stage,0.036410989684404045
126,12,ability,0.03212133592074354
127,12,s2cid,0.0298743744254928
128,12,—,0.025840057195383515
129,12,technique,0.023490961086712288
130,13,jr,0.04566720911310008
131,13,friedman,0.044751830756712775
132,13,clark,0.037021969080553295
133,13,australian,0.03376729048006509
134,13,arthur,0.03163140764849471
135,13,texas,0.029393816110659072
136,13,murray,0.02532546786004882
137,13,rand,0.02369812855980472
138,13,wisconsin,0.02166395443449959
139,13,christopher,0.02166395443449959
140,14,policy,0.10408167916315322
141,14,public,0.0889263656874587
142,14,national,0.08578135326693863
143,14,president,0.07372547232161171
144,14,global,0.04079400168645594
145,14,board,0.03833268761822284
146,14,program,0.03559789420907496
147,14,council,0.03126780464459081
148,14,2015,0.02800884249868958
149,14,washington,0.02707445475056405
150,15,group,0.0879816679732256
151,15,scientific,0.05008140867153109
152,15,experience,0.048151721642646084
153,15,nature,0.04420189350539709
154,15,knowledge,0.04061388168606404
155,15,mind,0.03530724235663028
156,15,practice,0.034402701561840436
157,15,mother,0.03268407405173973
158,15,need,0.03247301453295544
159,15,natural,0.031960441415907856
160,16,life,0.04731837765562324
161,16,may,0.024034731507618153
162,16,well,0.021641162779180906
163,16,known,0.020097723633602405
164,16,order,0.015277571435646016
165,16,term,0.01513725878604797
166,16,used,0.014567754502385314
167,16,second,0.014526486076032949
168,16,approach,0.014278875517918751
169,16,based,0.013073837468429654
170,17,–,0.05578867441953403
171,17,people,0.04992740012521813
172,17,system,0.04763617471925828
173,17,family,0.03677949619683225
174,17,interest,0.03199722921578814
175,17,contribution,0.02885345482156416
176,17,general,0.02830729062595745
177,17,problem,0.027707842118584236
178,17,method,0.02118051392718699
179,17,effect,0.019595305652133372
180,18,model,0.14600174107698047
181,18,mathematics,0.04682253451063301
182,18,dynamic,0.044646188285039176
183,18,empirical,0.042283298097251586
184,18,mathematical,0.04222111677652033
185,18,pdf,0.040106951871657755
186,18,equilibrium,0.03656261658997637
187,18,statistic,0.03625170998632011
188,18,statistical,0.034324089043651286
189,18,application,0.03208556149732621
190,19,communication,0.06758525132784235
191,19,parson,0.041952120698945425
192,19,retrieved,0.040489569702101456
193,19,methodology,0.03479331845123547
194,19,collective,0.03386960203217612
195,19,category,0.03302286198137172
196,19,mead,0.03117542914325302
197,19,archived,0.026248941574936496
198,19,symbolic,0.024632437841582634
199,19,merton,0.020552690324070512
200,20,human,0.06374613410541555
201,20,individual,0.03410212541949069
202,20,concept,0.03158518128578009
203,20,process,0.03030203329604527
204,20,action,0.02446206488122656
205,20,structure,0.024034348884648286
206,20,found,0.022175429361058104
207,20,understanding,0.018424689083371717
208,20,question,0.01814502862407054
209,20,person,0.018079226163058498
210,21,state,0.0891147818720881
211,21,member,0.047001875718521206
212,21,united,0.04118109759787015
213,21,position,0.02500151267622678
214,21,held,0.01751074000121014
215,21,january,0.01746233436195317
216,21,october,0.017171900526411328
217,21,june,0.017123494887154353
218,21,support,0.01605857082350094
219,21,september,0.016010165184243964
220,22,”,0.08691996636905953
221,22,“,0.08191536213316251
222,22,network,0.03687392401008928
223,22,n,0.026384273531649117
224,22,martin,0.025543500020018418
225,22,urban,0.023461584657885254
226,22,‘,0.02214036913960844
227,22,environmental,0.021459742963526443
228,22,asia,0.018056612083116468
229,22,toronto,0.017616206910357528
230,23,culture,0.10622710622710622
231,23,anthropology,0.08171315863623556
232,23,cultural,0.07366260113512861
233,23,religion,0.0603389284707966
234,23,religious,0.036147003179970216
235,23,anthropologist,0.033128044117055104
236,23,identity,0.027291389928752567
237,23,publisher,0.024554200378376204
238,23,anthropological,0.02040816326530612
239,23,museum,0.019522601940184358
240,24,political,0.24197875908328675
241,24,international,0.153381777529346
242,24,politics,0.09192286193404137
243,24,european,0.0505030743432085
244,24,democracy,0.04678591391839016
245,24,crisis,0.03538289547233091
246,24,europe,0.034600335382895475
247,24,comparative,0.021576299608719957
248,24,latin,0.019452207937395192
249,24,mexico,0.010396869759642258
250,25,party,0.14215273601924233
251,25,nation,0.09933854479855682
252,25,union,0.06301864101022249
253,25,peace,0.061575466025255564
254,25,democratic,0.061034275405892964
255,25,east,0.046963319302465424
256,25,communist,0.036319903788334336
257,25,parliament,0.02549609140108238
258,25,regime,0.025255562236921228
259,25,eastern,0.023150932050511126
260,26,john,0.11014389190242635
261,26,robert,0.07243316984441485
262,26,value,0.05456848669893137
263,26,good,0.0459284763049339
264,26,money,0.04206320849709293
265,26,f,0.033033423198103096
266,26,industrial,0.025984993666157793
267,26,exchange,0.022184688342482217
268,26,poverty,0.021632507227076363
269,26,v,0.021242732322083995
270,27,south,0.03808422544667835
271,27,liberal,0.034316833899063745
272,27,civil,0.03398112574135551
273,27,wilson,0.028460591592375694
274,27,local,0.024133686448580702
275,27,conservative,0.023499571039576263
276,27,johnson,0.0218210302510351
277,27,court,0.021410720280502817
278,27,crime,0.018202842329068596
