,Topic,Topic_words,Probability_of_word_in_topic
0,0,model,0.09606927506007164
1,0,jstor,0.04143809221562316
2,0,mathematics,0.032824046787867794
3,0,game,0.03218932765108582
4,0,mathematical,0.029922473591150203
5,0,equilibrium,0.027564945368817154
6,0,statistic,0.023212585573740764
7,0,statistical,0.022033821462574238
8,0,design,0.019313596590651495
9,0,assumption,0.01867887745386952
10,1,’,0.11266408537161204
11,1,european,0.06889224667107376
12,1,vol,0.06808952686750401
13,1,europe,0.05052412881291907
14,1,peace,0.04211918028142412
15,1,south,0.03881386344319577
16,1,comparative,0.029370101048257626
17,1,africa,0.02752856738124469
18,1,local,0.02483709509868732
19,1,‘,0.023231655491547834
20,2,way,0.023874957059429748
21,2,concept,0.020897744188709492
22,2,term,0.019638154128020155
23,2,influence,0.018378564067330815
24,2,approach,0.01787472804305508
25,2,based,0.017176228100309172
26,2,according,0.016993015000572542
27,2,within,0.016901408450704224
28,2,important,0.016638039619832817
29,2,use,0.01658078552616512
30,3,new,0.17472281487181282
31,3,book,0.13133503550068204
32,3,published,0.080060158791228
33,3,known,0.03975027106432094
34,3,including,0.039680318981497674
35,3,position,0.03312231121681648
36,3,foundation,0.02589975866531426
37,3,lecture,0.024728061278024554
38,3,career,0.024220908677555875
39,3,series,0.020845720681333287
40,4,1919,0.033237271853986554
41,4,1920,0.03304514889529299
42,4,1923,0.031027857829010567
43,4,1925,0.029010566762728146
44,4,1917,0.028530259365994237
45,4,1921,0.0276657060518732
46,4,1918,0.027281460134486072
47,4,1911,0.026512968299711816
48,4,1914,0.026416906820365033
49,4,1912,0.024879923150816524
50,5,state,0.10431282346175963
51,5,–,0.09581861496755113
52,5,world,0.08334839398669186
53,5,public,0.05326542347818944
54,5,since,0.03282674772036474
55,5,general,0.03228456419945781
56,5,role,0.02666557134642241
57,5,scholar,0.02362605766861086
58,5,case,0.02140803417399162
59,5,led,0.021079438100714696
60,6,said,0.04930133553060734
61,6,june,0.04291550794795207
62,6,january,0.04216019500806811
63,6,october,0.041988532976276305
64,6,support,0.04167954131905105
65,6,april,0.0390359460294572
66,6,september,0.03862395715315686
67,6,november,0.03642668314622172
68,6,february,0.036186356301713185
69,6,august,0.03580869983177121
70,7,2008,0.03391252246854404
71,7,2009,0.030637108048731775
72,7,2006,0.030617136009586578
73,7,2007,0.030177751148392253
74,7,2010,0.029119233073696824
75,7,2004,0.028799680447373677
76,7,2005,0.02848012782105053
77,7,2011,0.028440183742760135
78,7,2002,0.025644098262432594
79,7,2012,0.025344517675254644
80,8,interest,0.11573519454138237
81,8,value,0.08911922495963331
82,8,good,0.07114953903849158
83,8,principle,0.07109745299234335
84,8,money,0.03823115787280588
85,8,cost,0.037762383457471745
86,8,return,0.03729360904213761
87,8,justice,0.03593937184228345
88,8,standard,0.033908016042502216
89,8,classical,0.028543153289233816
90,9,society,0.3037198459355362
91,9,history,0.19420231096695723
92,9,anthropology,0.08377255219947294
93,9,historical,0.05686195013176566
94,9,anthropologist,0.03542469085749037
95,9,historian,0.03162375836205149
96,9,anthropological,0.021893371173727954
97,9,native,0.016622744780052705
98,9,island,0.014696938982363673
99,9,primitive,0.012720454084735456
100,10,american,0.125616252522913
101,10,research,0.11527644509148662
102,10,school,0.0861430036726996
103,10,professor,0.0833471197432419
104,10,award,0.034973364656056646
105,10,fellow,0.033037752704893626
106,10,department,0.03221056811037951
107,10,served,0.028504781126956293
108,10,phd,0.026999305164940608
109,10,academy,0.02582470304073057
110,11,work,0.06345081339774475
111,11,also,0.05145408114036498
112,11,one,0.04315607330550177
113,11,first,0.036331122675432106
114,11,year,0.03437562315465814
115,11,would,0.029576930251706237
116,11,became,0.022661923722653562
117,11,later,0.022160183714033926
118,11,many,0.019657916235148818
119,11,part,0.014055152805562882
120,12,city,0.05823366394399067
121,12,william,0.037412485414235704
122,12,company,0.033656651108518086
123,12,labour,0.029426779463243874
124,12,service,0.028879813302217037
125,12,charles,0.028296382730455077
126,12,population,0.027676487747957994
127,12,private,0.026983663943990665
128,12,magazine,0.024431155192532087
129,12,joseph,0.022024504084014
130,13,”,0.25419181757209924
131,13,“,0.23648558014755197
132,13,mexico,0.03004694835680751
133,13,argentina,0.02226693494299128
134,13,chile,0.01904761904761905
135,13,buenos,0.016901408450704224
136,13,aire,0.01676727028839705
137,13,madrid,0.013950368879946344
138,13,universidad,0.012206572769953052
139,13,josé,0.011670020120724347
140,14,college,0.10216684723726978
141,14,john,0.08078728782954135
142,14,center,0.05337667027807873
143,14,america,0.0533044420368364
144,14,robert,0.04933188876850848
145,14,california,0.04817623690863127
146,14,program,0.04647887323943662
147,14,columbia,0.04098952690501986
148,14,yale,0.037053087757313106
149,14,washington,0.03582520765619357
150,15,journal,0.12754027261462206
151,15,development,0.1100371747211896
152,15,review,0.08853779429987609
153,15,paper,0.07311028500619579
154,15,harvard,0.0648079306071871
155,15,change,0.058798017348203224
156,15,organization,0.04538413878562578
157,15,institution,0.043060718711276334
158,15,graduate,0.028500619578686492
159,15,special,0.023574969021065675
160,16,time,0.04309098227463141
161,16,two,0.026953293877368476
162,16,family,0.018202418044395416
163,16,well,0.016726546311066057
164,16,early,0.016704184618136823
165,16,among,0.013871703513767349
166,16,however,0.01368535607269041
167,16,called,0.012261661622862595
168,16,age,0.011881512843065638
169,16,several,0.011874058945422561
170,17,philosophy,0.052320071178507184
171,17,thought,0.041856056942805746
172,17,form,0.03456412835341676
173,17,experience,0.02862613875940504
174,17,man,0.027407593663565502
175,17,nature,0.027330225720972514
176,17,rather,0.02437090191679078
177,17,believed,0.020289742945010736
178,17,must,0.019245275720005416
179,17,philosopher,0.017988046652869384
180,18,international,0.08810730253353204
181,18,member,0.06463984103328366
182,18,national,0.06326875310481868
183,18,united,0.05780427223050174
184,18,president,0.052776949826130154
185,18,issue,0.03304520615996026
186,18,director,0.030998509687034277
187,18,board,0.026845504222553402
188,18,foreign,0.024043715846994537
189,18,council,0.02128166915052161
190,19,government,0.161304961678096
191,19,country,0.08738402581686164
192,19,nation,0.07266034691407826
193,19,election,0.050826946349334406
194,19,liberal,0.04573416700282372
195,19,east,0.03156514723678903
196,19,conservative,0.03045582896329165
197,19,congress,0.028892698668818072
198,19,vote,0.021530859217426382
199,19,prime,0.020219846712384026
200,20,law,0.12706029626538703
201,20,speech,0.04965574796578343
202,20,legal,0.035120662076639546
203,20,court,0.035120662076639546
204,20,crime,0.027261979275332082
205,20,constitution,0.022532860421447944
206,20,passed,0.016412824257597887
207,20,percent,0.015856457333611518
208,20,philip,0.01418735656165241
209,20,prison,0.014117810696154113
210,21,great,0.044266253316242885
211,21,free,0.03800637910990551
212,21,house,0.031776313828360214
213,21,property,0.021402808000715413
214,21,stated,0.020210451009032106
215,21,land,0.019226756490893372
216,21,liberty,0.018898858318180462
217,21,opinion,0.018153635198378395
218,21,wealth,0.016603571109190092
219,21,supported,0.01582853906459594
220,22,system,0.06000757534765435
221,22,analysis,0.045217610879642156
222,22,problem,0.03591075519001497
223,22,field,0.035676280143570875
224,22,contribution,0.033547968183539854
225,22,art,0.029435636599751097
226,22,method,0.0274335804339592
227,22,different,0.026892484172934366
228,22,structure,0.025702072398679724
229,22,knowledge,0.022040654365745
230,23,people,0.07785122470231358
231,23,group,0.05808846832978675
232,23,future,0.024878888033684973
233,23,making,0.02118893466745144
234,23,personal,0.02093991940960746
235,23,library,0.020917281658894372
236,23,act,0.02019287363607552
237,23,medium,0.019830669624666092
238,23,rule,0.01912889935256033
239,23,cause,0.018925159596142528
240,24,sociology,0.28646875250060017
241,24,culture,0.18212370969032568
242,24,cultural,0.12771065055613348
243,24,sociological,0.09610306473553652
244,24,sociologist,0.08081939665519725
245,24,evolution,0.058654076978474835
